32700.3;-14529
32474.4;-14432
32965.5;-14632
33637.1;-14727
40008.2;-14832
22712.4;-8107
22875.5;-9184
22938.3;-9423
22999.8;-9495
23067.5;-9772
23070;-9873
23072.1;-9974
23165.7;-10121
23170.1;-10184
23542.3;-10269
23588.5;-10425
23668.4;-10736
23686.1;-11042
24024.8;-11059
24034.3;-11093
24181.6;-11124
24280.7;-11279
24360.6;-11324
24390.4;-11426
24523.9;-11479
24660.3;-11721
24666.5;-11923
21778;0
21778.1;-202
21778.7;-404
21783.6;-606
21784.2;-808
21786.3;-909
21791.6;-1378
21791.7;-1580
21793.8;-1681
21797.1;-1782
21797.2;-1984
21797.8;-2186
21799.9;-2287
21810.1;-2370
21812.2;-2471
21815.7;-2774
21817.7;-2875
21855;-3057
21857.1;-3158
21860.4;-3259
21860.6;-3461
21862.7;-3562
21880.5;-3645
21880.7;-3847
21881.3;-4049
21883.4;-4150
21937.9;-4187
21938.5;-4389
21940.3;-4422
21940.5;-4624
21942.6;-4725
22001.2;-4762
22001.4;-4964
22003.5;-5065
22026.9;-5086
22027.6;-5288
22094.1;-5628
22110.6;-5751
22112.7;-5852
22183.4;-6091
22185.6;-6192
22202.1;-6225
22202.9;-6427
22265.9;-6431
22283;-6767
22325.9;-6788
22326.8;-6990
22367.8;-7006
22413.1;-7027
22414;-7229
22417;-7330
22487.7;-7434
22503.6;-7472
22508.4;-7569
22575;-7634
22585.4;-7774
22606.8;-7812
22640.8;-7845
22641.9;-8047
22706.5;-8051
22744.3;-8286
22759.1;-8387
22831.3;-8452
22857.3;-8479
22866;-8491
22867.9;-8626
33332.1;-14637
34922.2;-14813
36123.1;-14823
35812.1;-14817
28710;-13683
28914.1;-13707
29113;-13758
29255;-13784
29258.1;-13885
29263.1;-13905
29360.8;-13907
29563.1;-13960
29728.4;-14107
30536.5;-14117
30758.1;-14170
30934.7;-14216
30938.5;-14317
24634.4;-11541
24836.4;-12053
24865.3;-12075
24944.3;-12253
24962.4;-12276
25076.2;-12476
25307.7;-12531
25337.4;-12650
25386.5;-12653
25434.7;-12732
25532;-12876
25596.3;-13094
25874.7;-13098
26091.4;-13198
26162.6;-13278
26184.8;-13298
26396.7;-13299
26466.3;-13353
26534.1;-13500
28204.2;-13542
28350.6;-13599
28457.8;-13661
32151.7;-14368
